0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
553433,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/67653ae2-31e2-43a0-bfdc-d463a332613a,barcode-00241306,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni var. fallax,Fernald,Bidens,eatoni,var.,fallax,,,,,,,0,A. A. Eaton & M. L. Fernald,,1902-10-02,1902,10,2,275,,,,Brackish margins of pools,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Salisbury,Near the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:24:57,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:897aa280-332a-406a-a359-de50799ebbcb,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553433
553428,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5f52f9d5-a1ac-4379-af1d-1056f9fdafb8,barcode-00241301,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni var. fallax,Fernald,Bidens,eatoni,var.,fallax,,,,,,,0,A. A. Eaton & M. L. Fernald,,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy bank of the Merrimack [River],,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:24:57,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:50950d1c-a611-417a-a756-7f1fbd495e3f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553428
553429,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9081c5ef-f31e-4f16-b1a8-70d416dc85ff,barcode-00241302,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni var. fallax,Fernald,Bidens,eatoni,var.,fallax,,,,n. var.,,,,A. A. Eaton & M. L. Fernald,,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy bank of the Merrimack [River],,,,,,,,,,,,,,,,,,,,,,2012-02-16 14:57:16,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:dd00d8b2-d86a-4176-922b-dc98de1dbf18,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553429
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
743373,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9cd70669-4a14-4219-aab9-d22250e8b0f5,00637756,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum officinale,F.H. Wigg.,Taraxacum,officinale,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-13,1902,8,13,,,"August 13, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:a020f44e-f2b5-4cc2-bbfa-2a8bc329d60a,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=743373
743375,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/60d35e8b-98cc-4e71-a816-48ca46a8a09b,00637758,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum officinale,F.H. Wigg.,Taraxacum,officinale,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-13,1902,8,13,,,"August 13, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:8f156a15-649f-4f08-a2b1-0238cbff0635,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=743375
743376,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7cbe9cae-a6bd-482c-a62d-7ce21ccd4ad0,00637759,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum officinale,F.H. Wigg.,Taraxacum,officinale,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-13,1902,8,13,,,"August 13, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:bbdd5800-175c-4227-8001-822dddf66368,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=743376
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
743375,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/60d35e8b-98cc-4e71-a816-48ca46a8a09b,00637758,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum officinale,F.H. Wigg.,Taraxacum,officinale,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-13,1902,8,13,,,"August 13, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:8f156a15-649f-4f08-a2b1-0238cbff0635,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=743375
743373,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9cd70669-4a14-4219-aab9-d22250e8b0f5,00637756,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum officinale,F.H. Wigg.,Taraxacum,officinale,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-13,1902,8,13,,,"August 13, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:a020f44e-f2b5-4cc2-bbfa-2a8bc329d60a,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=743373
743374,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/460e0036-daca-4016-bacb-423e4236e62a,00637757,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum officinale,F.H. Wigg.,Taraxacum,officinale,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-13,1902,8,13,,,"August 13, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:2eccac1c-8044-4f4b-ae83-57b3c2dafe0a,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=743374
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1046042,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5a9a0016-bc78-4814-aa90-329754cb9088,00832318,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum novi-belgii,(L.) G.L. Nesom,Symphyotrichum,novi-belgii,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-12,1902,8,12,,,"August 12, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,claire,2015-09-17 17:41:46,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:dc05066a-3d42-432d-b3f9-abe239da49ce,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1046042
1046043,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a842c47f-64ae-4af4-a2dd-ec4cb23dc202,00832319,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum novi-belgii,(L.) G.L. Nesom,Symphyotrichum,novi-belgii,,,,,,,,,,W. W. Eggleston; M. L. Fernald,,1902-08-12,1902,8,12,,,"August 12, 1902",,,,,,,,,,,,,,,,United States of America,Maine,,,Boundary Lake,,,,,,,,,,,,,,,,,,,,,claire,2015-09-17 17:41:46,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3286d0b4-d601-4c2f-b608-7329408c03d9,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1046043
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
95934,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:5c31e4ea-3e22-4757-ba86-48d6c2c4b7c0,YU.063222,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Gnaphalium macounii,Greene,Gnaphalium,macounii,,,,,,,,,,Charles Humphrey Bissell,,1910-08-19,1910,8,19,231,,,,,,,,,,,,,,,,,,USA,Connecticut,Litchfield County,North Canaan,,,42.0223,-73.2936,WGS84,5740,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:b06d2d27-659a-47f1-9890-46fe20c8299f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=95934
111249,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:2200eb14-cb44-4639-90ad-a51c564d7059,CBS.027547,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Gnaphalium macounii,Greene,Gnaphalium,macounii,,,,,,,,,,Charles Humphrey Bissell,,1910-08-19,1910,8,19,231,,,,,,,,,,,,,,,,,,USA,Connecticut,Litchfield County,North Canaan,,,42.0223,-73.2936,WGS84,5740,,,,,,,,,,,,,,,,,2011-07-28 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:910a5a8a-c827-4e67-a9b5-c5b043c32884,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=111249
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
96135,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:8fb2e62a-5d16-4db8-943c-145815ec2056,YU.063552,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Silphium perfoliatum,L.,Silphium,perfoliatum,,,,,,,,,,Charles Humphrey Bissell,,1910-09-08,1910,9,8,251,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,Southington,,,41.6049,-72.88,WGS84,7725,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:b8c33ef5-805f-43fc-99d7-cce49244e1d4,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=96135
119359,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:3884e989-260f-4213-8e78-a8f8b0b39ab5,CBS.037627,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Silphium perfoliatum,L.,Silphium,perfoliatum,,,,,,,,,,Charles Humphrey Bissell,,1910-09-08,1910,9,8,251,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,Southington,,,41.6049,-72.88,WGS84,7725,,,,,,,,,,,,,,,,,2011-12-22 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:38aa015b-0add-4ff0-b92b-2afaa1b94536,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=119359
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
